ID,Date (Activities),Type (Activities),Action (Activities),Notes (Activities)
23559,06/07/2010,Regular,Accepted,SNPD (69) 12/31/09 PER MMR 03/06/10 - CIR. 05/10/10 (ann); 
23561,\N,Regular,Accepted,LML CERT & PIN (69) ISSUED PER SI# 140915 DTD 03/08/11 [JEN];
23561,02/28/2020,Regular,No Action,DECEASED [69] MMR 11/19- CIR. 06/20/2020 [MON]
23576,02/12/2014,Regular,Accepted,SNPD (69) PER 2013 AR [JEN]; 
23576,09/23/2022,Regular,Accepted,"HIS SUSPENSION FOR NON PAYMENT OF DUES IS AN INJUSTICE, AN WAS DULY RECTIFIED PER LETTER OF MW DANILO D. ANGELES, PGM, GRAND SECRETARY DATED 03/25/2022 [JOEL]"
23582,02/12/2014,Regular,Accepted,DECEASED (69) PER 2013 AR [JEN]; 
23585,\N,Regular,Accepted,LML CERT & PIN (69) ISSUED PER SI# 140915 DTD 03/08/11 [JEN];
23585,03/01/2016,Regular,Accepted,DECEASED (69) 11/05/15 PER 2015 AR [JEN];
23585,03/16/2016,Regular,Accepted,DECEASED (69) PER MMR NOV 2015 - CIR. 02/20/16 [JEN];
23585,03/31/2016,Dual,Accepted,DECEASED (346) PER MMR 12/05/15 - CIR. 04/10/16 [JEN];
23585,08/22/2016,Regular,Accepted,DECEASED (346) 11/11/15 PER 2015 AR [MEL];
23588,01/24/2013,Regular,Accepted,DECEASED (69) PER 2012 AR; PER MMR 06/02/12 [JEN];
23591,03/07/2022,Regular,Accepted,DECEASED [69] PER SUBMITTED LETTER DATED 03/02/2022 [JOEL]
23617,01/24/2013,Regular,Accepted,SNPD (69) PER 2012 AR [JEN];
23622,05/12/2023,Regular,Accepted,DECEASED  [69] MMR 03/2023 CIR. 05/20/2023 [JOEL]
23624,02/12/2014,Regular,Accepted,DECEASED (69) PER 2013 AR [JEN]; 
23625,07/17/2013,Regular,Accepted,DECEASED (69) PER MMR 05/04/13 - CIR. 07/10/13 [JEN];
23634,02/12/2014,Regular,Accepted,DECEASED (69) PER 2013 AR [JEN]; 
23636,03/07/2022,Regular,Accepted,DECEASED [69] PER SUBMITTED LETTER DATED 03/02/2022 [JOEL]
23638,03/07/2022,Regular,Accepted,DECEASED [69] PER SUBMITTED LETTER DATED 03/02/2022 [JOEL]
23652,11/05/2013,Regular,Accepted,REST (69) PER MMR 09/07/13 - CIR. 10/30/13 [JEN];
23652,11/20/2020,Regular,Accepted,50 YEARS CERTIFICATE AND PIN ISUED 10/29/2020 S.I NO. 209745 [JOEL]
23658,03/14/2017,Regular,Accepted,LML CERT & PIN (69) ISSUED PER SI# 191498 DTD 03/08/17 [JEN];
23675,05/16/2025,Regular,Accepted,"50 YEARS VCERT, APRON & PIN ISSUED 01/31/2025 [JOEL]"
23676,11/20/2020,Regular,Accepted,50 YEARS CERTIFICATE AND PIN ISUED 10/29/2020 S.I NO. 209745 [JOEL]
23679,02/12/2014,Regular,Accepted,SNPD (69) PER 2013 AR [JEN]; 
23679,02/12/2014,Regular,Accepted,SNPD (69) PER 2013 AR [JEN]; 
23684,02/09/2019,Regular,Accepted,DECASED(69) MMR05/05/18- CIR. 02/10/19 [JOEL]
23688,02/12/2014,Regular,Accepted,DECEASED (69) PER 2013 AR [JEN]; 
23696,09/09/2019,Regular,Accepted,LML CERT & PIN (69) ISSUED PER SI NO. 205182 DTD (08/30/19) (ANN)
23696,11/20/2020,Regular,Accepted,50 YEARS CERTIFICATE AND PIN ISUED 10/29/2020 S.I NO. 209745 [JOEL]
23716,03/14/2017,Regular,Accepted,LML CERT & PIN (69) ISSUED PER SI# 191498 DTD 03/08/17 [JEN];
23716,05/30/2023,Regular,Accepted,DECEASED [69] MMR 04/2023 CIR. 05/30/2023  [JOEL]
23717,09/15/2011,Regular,Accepted,Grand Pursuivant 2011 [jen];  MEMBER (COMM. ON CAVITE AFFAIRS) 2011 [ROSE];
23717,03/23/2012,Regular,Accepted,LML CERT & PIN (69) ISSUED PER SI # 147138 DTD 01/12/12 [JEN];
23717,06/11/2018,Regular,Accepted,MEMBER-COM. ON NECROLOGY 2018
23717,08/19/2019,Regular,Accepted,CHAIRMAN- COMMITTEE ON NECROLOGY 2019 (ANN)
23717,06/13/2023,Regular,Accepted,CHAIRMAN COMMITTEE ON NECROLOGY MY 2023-2024 (SALVADOR)
23717,05/16/2025,Regular,No Action,"CHAIRMAN, COMMITTEE ON NECROLOGY, MY - 2024 - 2025"
23720,02/12/2014,Regular,Accepted,SNPD (69) PER 2013 AR [JEN]; 
23741,04/16/2015,Regular,Accepted,DECEASED (69) PER FEB 2015 - CIR. 03/30/15 [JEN];
23742,02/09/2019,Regular,Accepted,DECASED(69) MMR 12/01/18- CIR. 02/10/19 [JOEL]
23748,06/07/2010,Regular,Accepted,SNPD (69) 12/31/09 PER MMR 03/06/10 - CIR. 05/10/10 (ann); 
23748,06/19/2013,Regular,Accepted,REST (69) PER MMR 06/02/12 - CIR. 06/20/13 [JEN];
24478,05/15/2012,Regular,Accepted,LML cert. & pin (51) issued per S.I.#148609  dtd 03.01.12(jho);
24489,10/11/2011,Regular,Accepted,DECEASED (51) PER MMR 06/11/11 - CIRC. 07/10/11 [JEN];
24491,03/01/2012,Regular,Accepted,SNPD (51) PER MMR 12/10/11 - CIR. 02/10/12 [ann]; 
24495,03/13/2017,Regular,Accepted,DECEASED (51) PER MMR 12/10/16 - CIR. 03/20/17 [JEN];
24496,03/13/2017,Regular,Accepted,DECEASED (51) PER MMR 12/10/16 - CIR. 03/20/17 [JEN];
24522,03/01/2012,Regular,Accepted,SNPD (51) PER MMR 12/10/11 - CIR. 02/10/12 [ann]; 
24536,03/13/2017,Regular,Accepted,DECEASED (51) PER MMR 12/10/16 - CIR. 03/20/17 [JEN];
24550,12/27/2013,Regular,Accepted,DECEASED (51) PER MMR 12/14/13 - CIR. 12/30/13 [JEN];
24559,03/13/2017,Regular,Accepted,DECEASED (51) PER MMR 12/10/16 - CIR. 03/20/17 [JEN];
24565,03/13/2017,Regular,Accepted,DECEASED (51) PER MMR 12/10/16 - CIR. 03/20/17 [JEN];
24572,05/23/2012,Regular,Accepted,DECEASED (51) PER MMR 02/11/12 - CIR. 05/20/12 [JEN];
24575,05/15/2012,Regular,Accepted,LML cert. & pin (51) issued per S.I.#148609  dtd 03.01.12(jho);
24578,01/13/2015,Regular,Accepted,"LML CERT & PIN (51) ISSUED PER SI# 175199 DTD 08/20/14; APPROVED OPINION NO. 5 SERIES OF 1987, COMMITTEE ON JURISPRUDENCE CHAIRED & WRITTEN BY THE CHAIRMAN MW PUNO APPEARING ON THE 72ND ANCOM IN 1988 [JEN];"
24578,03/13/2017,Regular,Accepted,DECEASED (51) PER MMR 12/10/16 - CIR. 03/20/17 [JEN];
24593,04/04/2019,Regular,Accepted,"SUSPENSION NULL AND VOID PER APROVAL OF GRAND MASTER MW ROMEO S. MOMO ATTESTED BY MW DANILO D. ANGELES, PGM GRAND SECRETARY PER LETTER DTD. MARCH 27, 2019 [JOEL]"
24593,02/27/2020,Regular,Accepted,RESTORED [51] A/R 2019 [MON]
24593,01/29/2021,Regular,Accepted,50 YEAR CERT AND PIN ISSUED 01/28/2021 [JOEL]
24600,03/13/2013,Regular,Accepted,DECEASED (51) DEC 2012 per 2012 ar [jho];
24634,01/21/2015,Regular,Accepted,DECEASED (51) 08/01/14 PER 2014 AR [JEN];
24640,07/17/2014,Regular,Accepted,LML CERT & PIN (51) ISSUED PER SI# 174097 DTD 06/05/14 [JEN];
24640,01/08/2019,Regular,Accepted,DECEASED(51) MMR 09/08/18- CIR. 01/10/19 [JOEL]
24643,08/05/2019,Regular,Accepted,RESTORED [51] MMR 05/18/19- CIR. 08/10/19 [JOEL]
24649,06/19/2013,Regular,Accepted,LML CERT. & PIN (51) ISSUED PER SI#158741 DTD 05/08/13 [DARIO]:
24649,07/04/2014,Regular,Accepted,MM CERT (51) ISSUED PER SI# 174092 DTD 06/05/14 [JEN];
24649,08/30/2024,Regular,Accepted,"LML CERT, PIN & APRON ISSUED 07/26/2024 [JOEL]"
24657,09/01/2014,Regular,Accepted,REST (51) PER MMR 07/12/14 - CIR. 08/20/14 [JEN];
24657,01/21/2016,Regular,Accepted,SNPD (51) PER MMR 11/14/15 - CIR. 12/10/15 [JEN];
24657,09/10/2020,Regular,Accepted,EXPELLED [51] PER MMR DTD. 12/14/2019- CIR. 09/10/2020 [JOEL]
24665,07/04/2014,Regular,Accepted,MM CERT (51) ISSUED PER SI# 174092 DTD 06/05/14 [JEN];
24665,08/26/2016,Regular,Accepted,50 YRS. CERT & PIN (51) PER LODGE RES. NO. 01-2016 DTD 01/09/16 [MEL];
24671,04/03/2017,Regular,Accepted,"DECEASED (51) PER MMR 12/10/16 - CIR, 03/20/17 [JEN];"
24677,05/15/2012,Regular,Accepted,LML cert. & pin (51) issued per S.I.#148609  dtd 03.01.12(jho);
24677,07/04/2014,Regular,Accepted,MM CERT (51) ISSUED PER SI# 174092 DTD 06/05/14 [JEN];
24677,06/30/2015,Regular,Accepted,DECEASED (51) PER MMR 05/09/15 - CIR. 06/20/15 [JEN];
24693,03/13/2017,Regular,Accepted,DECEASED (51) PER MMR 12/10/16 - CIR. 03/20/17 [JEN];
24698,01/13/2015,Regular,Accepted,"LML CERT & PIN (51) ISSUED PER SI# 175199 DTD 08/20/14; APPROVED OPINION NO. 5 SERIES OF 1987, COMMITTEE ON JURISPRUDENCE CHAIRED & WRITTEN BY THE CHAIRMAN MW PUNO APPEARING ON THE 72ND ANCOM IN 1988 [JEN];"
24701,\N,Regular,Accepted,REST PER MMR 01/08/11 - CIR. 02/20/11 (ann); 
24728,03/13/2017,Regular,Accepted,DECEASED (51) PER MMR 12/10/16 - CIR. 03/20/17 [JEN];
24732,\N,Regular,Accepted,REST PER MMR 01/08/11 - CIR. 02/20/11 (ann); 
24732,01/13/2015,Regular,Accepted,"LML CERT & PIN (51) ISSUED PER SI# 175199 DTD 08/20/14; APPROVED OPINION NO. 5 SERIES OF 1987, COMMITTEE ON JURISPRUDENCE CHAIRED & WRITTEN BY THE CHAIRMAN MW PUNO APPEARING ON THE 72ND ANCOM IN 1988 [JEN];"
24749,08/25/2011,Regular,Accepted,DECEASED (51) 07/18/11 PER MMR 08/13/11 - CIR. 09/20/11 [ann];
24761,03/13/2017,Regular,Accepted,SNA (51) PER MMR 12/10/16 - CIR. 03/20/17 [JEN];
24770,01/21/2016,Regular,Accepted,SNPD (51) PER MMR 11/14/15 - CIR. 12/10/15 [JEN];
24771,12/20/2022,Regular,Accepted,SNPD [51] MMR 11/2022 CIR. 12/20/2022 [JOEL]
24771,05/10/2023,Regular,Accepted,RESTORED [ 51 ] MMR 01/2023 CIR. 05/10/2023 [JOEL]
24773,06/04/2024,Regular,Accepted,"LML CERT, PIN & APRON  ISSUED 06/01/2024 [JOEL]"
24774,02/27/2020,Regular,Accepted,DECEASED [51] MMR 12/14/19- CIR. 02/29/2020 [JOEL]
24785,10/02/2012,Regular,Accepted,"REST (51) PER LODGE RES. NO. 07-2012 DTD 07/20/12, GLP RCVD 08/22/12 APRVD BY GS ANGELES 09/20/12 [JEN];"
24785,11/05/2012,Regular,Accepted,RESTORED PER MMR 07/14/12 - CIR. 10/20/12 [JEN];
24785,01/13/2015,Regular,Accepted,"LML CERT & PIN (51) ISSUED PER SI# 175199 DTD 08/20/14; APPROVED OPINION NO. 5 SERIES OF 1987, COMMITTEE ON JURISPRUDENCE CHAIRED & WRITTEN BY THE CHAIRMAN MW PUNO APPEARING ON THE 72ND ANCOM IN 1988 [JEN];"
24785,01/21/2016,Regular,Accepted,DECEASED (51) PER MMR 10/10/15 - CIR. 12/10/15 [JEN];
24790,07/04/2014,Regular,Accepted,MM CERT (51) ISSUED PER SI# 174092 DTD 06/05/14 [JEN];
24790,02/10/2022,Regular,Accepted,DECEASED [51] MMR 07/2021 CIR. 02/10/2022  [JOEL]
24791,\N,Regular,Accepted,REST. (51) DEC 2009 PER MMR 07/09/11 - CIRC 07/30/11 [JEN];
24791,02/01/2014,Regular,Accepted,SNPD (51) PER MMR 01/11/14 - CIR. 01/30/14 [JEN]; 
24815,06/25/2014,Regular,Accepted,DECEASED (51) PER MMR 06/13/14 - CIR. 06/20/14 [JEN];
24819,05/15/2012,Regular,Accepted,LML cert. & pin (51) issued per S.I.#148609  dtd 03.01.12(jho);
24819,02/27/2020,Regular,Accepted,DECEASED [51] MMR 12/14/19- CIR. 02/29/2020 [JOEL]
24829,02/15/2010,Regular,Accepted,REST (51) 01/09/10 PER MMR 01/09/10 - CIR. 02/20/10 (ann02/15/10); 
24829,03/11/2013,Regular,Accepted,SNPD (51) PER MMR 01/12/13 - CIR. 02/28/13 [JEN];
24830,\N,Regular,Accepted,REST PER MMR 01/08/11 - CIR. 02/20/11 (ann); 
24830,03/13/2017,Regular,Accepted,SNPD (51) PER MMR 12/10/16 - CIR. 03/20/17 [JEN];
24830,08/30/2018,Regular,Accepted,REST(51) MMR 01/13/18- CIR. 08/30/18(JOEL)
24830,10/27/2023,Regular,Accepted,DECEASED [51] MMR 09/2023  CIR 10/30/2023 [JOEL]
24841,\N,Regular,Accepted,LML CERT & PIN (51) ISSUED PER SI# 140930 DTD 03/08/11 [JEN];
24845,03/01/2012,Regular,Accepted,SNPD (51) PER MMR 12/10/11 - CIR. 02/10/12 [ann]; 
24846,07/04/2014,Regular,Accepted,MM CERT (51) ISSUED PER SI# 174092 DTD 06/05/14 [JEN];
24846,10/13/2020,Regular,Accepted,DECEASED [51] PER SUBMITTED LIST OF ACTIVE MEMBER/ MMR 10/10/2020 -CIR 02/10/2021[JOEL]
24854,12/16/2019,Regular,Accepted,SNPD [51] MMR 09/14/19- CIR. 12/20/19 [JOEL]
24854,02/27/2020,Regular,Accepted,SNPD [51] A/R 2019 [MON]
24861,02/01/2014,Regular,Accepted,SNPD (51) PER MMR 01/11/14 - CIR. 01/30/14 [JEN]; 
24862,10/02/2012,Regular,Accepted,"REST (51) PER LODGE RES. NO. 07-2012 DTD 07/20/12, GLP RCVD 08/22/12 APRVD BY GS ANGELES 09/20/12 [JEN];"
24862,11/05/2012,Regular,Accepted,RESTORED PER MMR 07/14/12 - CIR. 10/20/12 [JEN];
24862,01/13/2015,Regular,Accepted,"LML CERT & PIN (51) ISSUED PER SI# 175199 DTD 08/20/14; APPROVED OPINION NO. 5 SERIES OF 1987, COMMITTEE ON JURISPRUDENCE CHAIRED & WRITTEN BY THE CHAIRMAN MW PUNO APPEARING ON THE 72ND ANCOM IN 1988 [JEN];"
24871,05/23/2012,Regular,Accepted,DECEASED (51) PER MMR 02/11/12 - CIR. 05/20/12 [JEN];
24873,\N,Regular,Accepted,REST PER MMR 01/08/11 - CIR. 02/20/11 (ann); 
24880,11/14/2012,Regular,Accepted,DECEASED (51) PER MMR 08/11/12 - CIR. 10/30/12 [JEN];
24888,03/11/2013,Regular,Accepted,SNPD (51) PER MMR 01/12/13 - CIR. 02/28/13 [JEN];
24889,03/11/2013,Regular,Accepted,SNPD (51) PER MMR 01/12/13 - CIR. 02/28/13 [JEN];
24900,12/06/2013,Regular,Accepted,DECEASED (51) PER LODGE SOA 2013 REPORTED BY LODGE SEC MACION [JEN];
24900,12/27/2013,Regular,Accepted,DECEASED (51) PER MMR 12/14/13 - CIR. 12/30/13 [JEN];
24917,02/01/2014,Regular,Accepted,DECEASED (51) PER MMR 01/11/14 - CIR. 01/30/14 [JEN]; 
24954,03/13/2017,Regular,Accepted,SNA (51) PER MMR 12/10/16 - CIR. 03/20/17 [JEN];
24954,01/20/2025,Regular,Accepted,DECEASED [ 51 ] MMR 12/2024 CIR 01/20/2025 [JOEL]
24956,06/19/2013,Regular,Accepted,LML CERT. & PIN (51) ISSUED PER SI#158741 DTD 05/08/13 [DARIO]:
24956,03/13/2017,Regular,Accepted,DECEASED (51) PER MMR 12/10/16 - CIR. 03/20/17 [JEN];
24961,06/25/2014,Regular,Accepted,DECEASED (51) PER MMR 06/13/14 - CIR. 06/20/14 [JEN];
24962,01/21/2015,Regular,Accepted,SNPD (51) 12/16/14 PER 2014 AR; PER MMR 12/13/14 - CIR. 02/10/14 [JEN];
24976,07/04/2014,Regular,Accepted,MM CERT (51) ISSUED PER SI# 174092 DTD 06/05/14 [JEN];
24989,02/15/2010,Regular,Accepted,REST (51) 01/09/10 PER MMR 01/09/10 - CIR. 02/20/10 (ann02/15/10); 
24989,12/20/2022,Regular,Accepted,SNPD [51] MMR 11/2022 CIR. 12/20/2022 [JOEL]
24993,04/03/2014,Regular,Accepted,REST (51) PER MMR 03/08/14 - CIR. 04/10/14 [JEN]; 
24993,12/16/2019,Regular,Accepted,SNPD [51] MMR 09/14/19- CIR. 12/20/19 [JOEL]
24998,08/30/2024,Regular,Accepted,"LML CERT, PIN & APRON ISSUED 07/23/2024 [JOEL]"
25006,10/11/2011,Regular,Accepted,DECEASED (51) PER MMR 06/11/11 - CIRC. 07/10/11 [JEN];
25008,02/01/2014,Regular,Accepted,REST (51) PER MMR 01/11/14 - CIR. 01/30/14 [JEN]; 
25012,10/11/2011,Regular,Accepted,DECEASED (51) PER MMR 06/11/11 - CIRC. 07/10/11 [JEN];
25017,10/11/2011,Regular,Accepted,DECEASED (51) PER MMR 06/11/11 - CIRC. 07/10/11 [JEN];
25034,03/13/2017,Regular,Accepted,DECEASED (51) PER MMR 12/10/16 - CIR. 03/20/17 [JEN];
25047,07/23/2010,Regular,Accepted,DECEASED (51) 07/04/10 - CIR. 07/20/10 (ann); 
25048,12/06/2013,Regular,Accepted,DECEASED (51) PER LODGE SOA 2013 REPORTED BY LODGE SEC MACION [JEN];
25048,12/27/2013,Regular,Accepted,DECEASED (51) PER MMR 12/14/13 - CIR. 12/30/13 [JEN];
25050,12/06/2013,Regular,Accepted,DECEASED (51) PER LODGE SOA 2013 REPORTED BY LODGE SEC MACION [JEN];
25050,12/27/2013,Regular,Accepted,DECEASED (51) PER MMR 12/14/13 - CIR. 12/30/13 [JEN];
25051,10/11/2011,Regular,Accepted,DECEASED (51) PER MMR 06/11/11 - CIRC. 07/10/11 [JEN];
25055,12/27/2013,Regular,Accepted,DECEASED (51) PER MMR 12/14/13 - CIR. 12/30/13 [JEN];
25058,07/04/2014,Regular,Accepted,MM CERT (51) ISSUED PER SI# 174092 DTD 06/05/14 [JEN];
25058,06/01/2019,Regular,Accepted,"HIRAM MEDAL AWARD APPROVED BY MW DANILO D. ANGELES, PGM, GRAND SECRETARY DTD. 05/31/19 [JOEL]"
25073,03/11/2013,Regular,Accepted,SNPD (51) PER MMR 01/12/13 - CIR. 02/28/13 [JEN];
25074,\N,Regular,Accepted,REST PER MMR 01/08/11 - CIR. 02/20/11 (ann); 
25074,01/13/2015,Regular,Accepted,"LML CERT & PIN (51) ISSUED PER SI# 175199 DTD 08/20/14; APPROVED OPINION NO. 5 SERIES OF 1987, COMMITTEE ON JURISPRUDENCE CHAIRED & WRITTEN BY THE CHAIRMAN MW PUNO APPEARING ON THE 72ND ANCOM IN 1988 [JEN];"
25076,08/14/2010,Regular,Accepted,REST (51) 06/12/10 PER MMR 06/12/10 - CIR. 06/30/10 (ann); 
25076,12/27/2013,Regular,Accepted,DECEASED (51) PER MMR 11/09/13 - CIR. 12/30/13 [JEN];
25081,03/10/2025,Regular,Accepted,DECEASED PER 2024 A/R [JOEL]
25087,08/25/2011,Regular,Accepted,DECEASED (51) 07/18/11 PER MMR 08/13/11 - CIR. 09/20/11 [ann];
29032,08/27/2016,Regular,Accepted,PM CERT (346) ISSUED PER SI# 186016 DTD 05/16/16 [MEL];
32235,07/10/2024,Regular,Accepted,DECEASED [ 51 ] MMR 06/2024 CIR 07/10/2024 [JOEL]
32452,05/25/2010,Regular,Accepted,REST (51) PER EDICT # 233-I OF MW RAZON (ann05/25/10); 
32452,02/22/2014,Regular,Accepted,DECEASED (51) 12/07/13 PER 2013 AR [JEN]; 
32455,\N,Regular,Accepted,REST. (51) DEC 2009 PER MMR 07/09/11 - CIRC 07/30/11 [JEN];
32455,02/01/2014,Regular,Accepted,SNPD (51) PER MMR 01/11/14 - CIR. 01/30/14 [JEN]; 
32456,09/20/2011,Regular,Accepted,dgl (riv-a1) 2011 [jen];
32456,06/19/2013,Regular,Accepted,LML CERT. & PIN (51) ISSUED PER SI#158741 DTD 05/08/13 [DARIO]:
32456,07/04/2014,Regular,Accepted,MM CERT (51) ISSUED PER SI# 174092 DTD 06/05/14 [JEN];
32457,\N,Regular,Accepted,DECEASED 02/12/11 PER MMR 02/12/11 - CIR. 05/30/11 [ann]; 
32459,02/12/2014,Regular,Accepted,LML CERT. & PIN (51) ISSUED PER SI# 152583 DTD 09/25/12 [JEN]; 
32459,10/15/2018,Regular,Accepted,DECEASED(51) MMR  08/04/18- CIR. 10/20/18{JOEL}
49899,12/03/2013,Regular,Accepted,MEMBER (COMMITTEE ON RITUAL AND WORKS) 2013 [JEN];
49899,03/14/2017,Regular,Accepted,LML CERT & PIN (69) ISSUED PER SI# 191498 DTD 03/08/17 [JEN];
49899,10/21/2020,Regular,Accepted,RE-ISSUANCE LML CERT AND PIN ISSUED 09/14/2020 S.I NO. 209239 [JOEL]
49901,03/07/2022,Regular,Accepted,DECEASED [69] PER SUBMITTED LETTER DATED 03/02/2022 [JOEL]
56846,10/21/2020,Regular,Accepted, LML CERT AND PIN ISSUED 09/14/2020 S.I NO. 209239 [JOEL]
56847,10/21/2020,Regular,Accepted, LML CERT AND PIN ISSUED 09/14/2020 S.I NO. 209239 [JOEL]
57409,03/01/2010,Regular,Accepted,LML CERT (51) ISSUED PER OF # 90369 DTD 01/06/10 (ann03/01/10); 
57414,\N,Regular,Accepted,SNPD 12/11/10 PER MMR 12/11/10 - CIR. 02/20/11 (ann); 
57416,10/11/2011,Petitioner,Petitioner,DECEASED (51) PER MMR 06/11/11 - CIRC. 07/10/11 [JEN];
57426,04/05/2010,Regular,Accepted,UPDATE MARITAL STATUS PER MARRIAGE CERT. REG. #9806290 (ann04/05/10); 
57426,07/04/2014,Regular,Accepted,MM CERT (51) ISSUED PER SI# 174092 DTD 06/05/14 [JEN];
57426,03/13/2017,Regular,Accepted,SNA (51) PER MMR 12/10/16 - CIR. 03/20/17 [JEN];
57426,07/06/2017,Regular,Accepted,REST (51) PER MMR 04/01/17 - CIR. 06/30/17 [JEN];
57432,03/11/2013,Regular,Accepted,SNPD (51) PER MMR 01/12/13 - CIR. 02/28/13 [JEN];
57437,10/17/2013,Regular,Accepted,REST (51) PER LODGE RES.NO. 09-2013 APPRVD BY AGS LIBERATO 10/10/13 [JEN];
57437,03/08/2016,Regular,Accepted,DECEASED (51) PER MMR 01/19/16 - CIR. 02/10/16 [JEN];
58007,10/21/2020,Regular,Accepted, LML CERT AND PIN ISSUED 09/14/2020 S.I NO. 209239 [JOEL]
58398,04/26/2016,Regular,Accepted,REST (31) PER MMR 03/19/16 - CIR. 04/20/16 [JEN];
58398,03/14/2017,Regular,Accepted,UPDATE RECORD (CHANGE OF ADD) FOR GLP MEMBERS UPDATE FORM [JEN];
58398,03/14/2017,Regular,Accepted,UPDATE RECORD (ADD CHILD) FOR GLP MEMBERS UPDATE FORM [JEN];
58725,05/22/2014,Regular,Accepted,DGL (RIV-A1) 2014 [JEN];
58725,05/15/2017,Regular,Accepted,DDGM (MD RIV CAVITE - EAST) 2017 [JEN];
58725,06/13/2018,Regular,Accepted,GLI(352)2018 JOEL 
58725,06/13/2018,Regular,Accepted,GLI(352)2018 JOEL 
58725,07/19/2018,Regular,Accepted,HIRAM(51) APPROVED BY MW DANILO D. ANGELES GRAND SEC. DTD 07/17/18 [MENG]
58725,06/01/2019,Regular,Accepted,"HIRAM MEDAL AWARD APPROVED BY MW DANILO D. ANGELES, PGM, GRAND SECRETARY DTD. 05/31/19 [JOEL]"
58725,06/27/2019,Charter,Accepted,CM (448) 09/03/2018 (ANN)
58725,01/05/2021,Regular,Accepted,LML CERT ISSUED 12/29/2020 S.I NO. 210491 [JOEL]
58725,03/02/2023,Dual,Accepted,DEMITTED PER 2022 A/R [JOEL] MMR 02/2022 CIR. 03/10/2023
58725,10/18/2023,Honorary,Accepted,HONORARY CERT ISSUED 07/04/2023 [JOEL]
58957,06/07/2010,Regular,Accepted,SNPD (69) 12/31/09 PER MMR 03/06/10 - CIR. 05/10/10 (ann); 
58957,08/07/2019,Regular,Accepted,RESTORED [69 ] MMR 05/04/19- CIR. 08/10/19 [JOEL]
58983,01/04/2023,Regular,Accepted,LML CERT PIN AND APRON ISSUED 11/21/2022 S.I NO. 221086 [JOEL]
58985,12/20/2022,Regular,Accepted,RESTORED [51] MMR 11/2022 CIR. 12/20/2022 [JOEL]
59064,02/02/2015,Regular,Accepted,SNPD (31) 12/20/14 PER 2014 AR; PER MMR 12/20/14 - CIR. 02/20/15 [JEN];
59092,06/07/2010,Regular,Accepted,SNPD (69) 12/31/09 PER MMR 03/06/10 - CIR. 05/10/10 (ann); 
59093,\N,Regular,Accepted,SNPD 12/11/10 PER MMR 12/11/10 - CIR. 02/20/11 (ann); 
59253,12/21/2016,Regular,Accepted,MM CERT (15) ISSUED PER SI# 189511 DTD 12/02/16 [NAZ];
59253,03/16/2022,Regular,Accepted,LML CERT AND PIN & APRON ISSUED 03/09/2022 S.I NO. 216044 [JOEL]
59281,12/09/2014,Regular,Accepted,REST (31) PER MMR 11/15/14 - CIR. 11/30/14 [JEN];
59281,11/27/2024,Regular,Accepted,UPDATED ADDRESS & CHILDREN PER GLP DATA MAMBER DATA UPDATE FORM RECEIVED 11/27/2024 [JOEL]
59413,11/26/2010,Regular,Accepted,DECEASED (51) 11/04/10 PER MMR 11/13/10 - CIR. 11/30/10 (ann); [SNPD]
59639,07/20/2015,Regular,Accepted,REST (15) PER MMR 04/11/15 - CIR. 07/10/15 [JEN];
59921,11/04/2015,Regular,Accepted,UPDATE RECROD (CHANGE OF ADD) PER GLP UPDATE FORM [JEN];
59921,03/13/2017,Regular,Accepted,DECEASED (51) PER MMR 12/10/16 - CIR. 03/20/17 [JEN];
59927,09/01/2023,Regular,Accepted,LML CERT PIN & APRON ISSUED 05/05/2023 [JOEL]
60076,05/31/2017,Regular,Accepted,"MM CERT (31) ISSUED PER SI# 192778 DTD 05/10/17, PROF. EXM DTD 07/14/17 [JHEZ];"
60081,03/02/2010,Regular,Accepted,JW (31) 2009 PER UPDATED ER RCVD. 03/23/09 (ann03/02/10); 
60081,10/23/2015,Regular,Accepted,MM CERT (31) ISSUED PER SI# 180589 DTD 05/26/15 [JEN];
60081,07/08/2025,Regular,Accepted,UPDATED ADDRESS PER GLP MEMBER DATA UPDATE FORM RECEIVED 07/07/2025 [JOEL]
60182,03/26/2013,Regular,Accepted,SNPD (31) 12/31/12 PER 2012 AR; PER MMR 02/23/13 [JEN];
60182,10/18/2013,Regular,Accepted,REST (31) PER MMR 09/28/13 - CIR. 10/10/13 [EN];
60281,05/12/2022,Regular,Accepted,RESTORED [31] PER 2021 A/R [JOEL]
60282,03/02/2010,Regular,Accepted,SW (31) 2009 PER UPDATED ER RCVD. 03/23/09 (ann03/02/10); 
60282,\N,Regular,Accepted,SNPD (31) 12/16/10 PER MMR 12/16/10 - CIR. 03/20/11 (ann); 
60282,09/22/2015,Regular,Accepted,REST (31) PER MMR 08/22/15 - CIR. 08/30/15 [JEN];
60807,02/19/2014,Regular,Accepted,DEMIT (31) PER MMR 01/25/14 - CIR. 02/20/14 [JEN]; 
60808,09/24/2024,Regular,Accepted,"SUSPENSION NULLIFIED PER RECOMMENDATION OF MW DANILO D. ANGELES, PGM, GRAND SECRETARY DATED 12/27/2023 APPROVED BY MW DRU DATED 01/16/2024 [JOEL]"
60808,11/28/2024,Regular,Accepted,"LML CERT, ARON & PIN ISSUED 11/19/2024 [JOEL]"
