ID,Details (Masonic Timeline),Date (Masonic Timeline),Lodge Type (Other Lodges),Lodge Number (Other Lodges),Lodge Date (Other Lodges),LML (Other Lodges),Affiliation (Affiliation),Date (Affiliation)
57419,SNPD,12/08/1973,,,,,,
57420,SNPD,12/26/1974,,,,,,
57421,SNPD,11/13/1976,,,,,,
57423,SNPD,01/05/1979,,,,,,
57424,SNPD,12/26/1974,,,,,,
57425,SNPD,12/11/1982,,,,,,
57426,RESTORED,03/11/2017,,,,,,
57427,SNPD,12/11/1982,,,,,,
57428,SNPD,12/14/1968,,,,,,
57430,SNPD,12/10/1988,,,,,,
57433,SNPD,12/09/1989,,,,,,
57436,SNPD,12/12/1992,,,,,,
57438,SNPD,12/09/1989,,,,,,
57440,SNPD,08/12/1995,,,,,,
57445,SNPD,12/12/1992,,,,,,
57447,SNPD,12/10/1983,,,,,,
57450,SNPD,12/14/1985,,,,,,
57452,SNPD,11/09/1996,,,,,,
57455,SNPD,06/17/1975,,,,,,
57475,SNPD,12/14/1985,,,,,,
58098,,,CHARTER LODGE,346,,,,
58117,,,DUAL LODGE,325,,,,
58396,SNPD,12/31/1997,,,,,,
58397,,,HONORARY LODGE,269,,,,
58398,SNPD,12/31/1999,,,,,,
58399,SNPD,12/31/2001,,,,,,
58401,SNPD,12/31/1997,,,,,,
58550,SNPD,12/31/2001,,,,,,
58598,SNPD,12/31/1997,,,,,,
58635,SNPD,07/17/1997,,,,,,
58701,SNPD,12/31/1997,,,,,,
58725,PM,2010,,,,,,
58823,SNPD,12/31/1998,,,,,,
58874,SNPD,12/31/1997,,,,,,
58957,SNPD,12/31/2009,,,,,,
58985,PM,2002,,,,,,
58987,,,DUAL LODGE,332,,,,
59033,SNPD,12/31/2003,,,,,,
59057,SNPD,12/31/2001,,,,,,
59063,SNPD,12/31/2001,,,,,,
59064,PM,2010,,,,,,
59065,EXPELLED,09/11/2006,,,,,,
59066,SNPD,12/31/1998,,,,,,
59067,PM,2003,,,,,,
59092,SNPD,12/31/2009,,,,,,
59093,SNPD,12/11/2010,,,,,,
59097,RESTORED,06/29/2009,,,,,,
59281,RESTORED,11/15/2014,,,,,,
59360,SNPD,12/31/1999,,,,,,
59361,SNPD,12/31/1999,,,,,,
59362,SNPD,12/13/1997,,,,,,
59412,SNPD,12/11/1999,,,,,,
59413,SNPD,12/08/2001,,,,,,
59414,SNPD,10/11/2003,,,,,,
59524,PM,1980,,,,,,
59639,RESTORED,04/11/2015,,,,,,
59905,SNPD,12/13/1997,,,,,,
59910,SNPD,11/09/1996,,,,,,
59920,SNPD,12/31/2001,,,,,,
60015,,,HONORARY LODGE,269,,,,
60017,SNPD,12/31/1998,,,,,,
60018,EXPELLED,09/18/2006,,,,,,
60019,SNPD,12/31/1998,,,,,,
60050,SNPD,12/09/2000,,,,,,
60051,SNPD,12/09/2000,,,,,,
60074,,,HONORARY LODGE,269,,,,
60075,SNPD,12/31/1999,,,,,,
60076,RESTORED,05/09/2009,,,,,,
60078,SNPD,12/31/1998,,,,,,
60079,SNPD,12/31/1998,,,,,,
60122,SNPD,12/31/1999,,,,,,
60182,SNPD,12/31/2012,,,,,,
60183,SNPD,12/31/1998,,,,,,
60185,EXPELLED,09/18/2006,,,,,,
60279,SNPD,12/31/1998,,,,,,
60280,SNPD,12/31/2001,,,,,,
60281,SNPD,12/31/1998,,,,,,
60282,SNPD,12/16/2010,,,,,,
60340,,,HONORARY LODGE,269,,,,
60341,SNPD,10/11/2003,,,,,,
60342,SNPD,12/31/1998,,,,,,
60343,SNPD,12/31/1999,,,,,,
60344,SNPD,12/31/1998,,,,,,
60345,SNPD,12/31/1998,,,,,,
60430,SNPD,12/31/1998,,,,,,
60431,SNPD,12/31/1998,,,,,,
60589,SNPD,12/09/2000,,,,,,
60739,SNPD,12/31/1995,,,,,,
60764,PM,2003,,,,,,
60765,EXPELLED,09/07/2006,,,,,,
60807,DEMITTED,01/17/2015,,,,,,
60808,,,DUAL LODGE,280,01/27/2018,,,
60809,PM,2007,,,,,,
61229,SNPD,12/31/2000,,,,,,
61277,SNPD,12/11/1999,,,,,,
61415,SNPD,12/08/2001,,,,,,
61416,,,CHARTER LODGE,346,,,,
61453,PM,2006,,,,,,
61561,SNPD,12/20/2014,,,,,,
61641,SNPD,12/08/2001,,,,,,
61686,EXPELLED,09/18/2006,,,,,,
61687,EXPELLED,09/18/2006,,,,,,
61953,SNPD,12/31/2012,,,,,,
61966,SNPD,11/14/2015,,,,,,
61967,SNPD,12/08/2007,,,,,,
61968,,,DUAL LODGE,377,,,,
62018,SNPD,12/31/2001,,,,,,
62019,SNPD,12/31/2001,,,,,,
62020,DEMITTED,10/06/2022,,,,,,
62021,SNPD,12/31/2013,,,,,,
62189,SNPD,12/16/2014,,,,,,
62190,SNPD,11/14/2015,,,,,,
62287,SNPD,12/31/2002,,,,,,
62288,SNPD,12/31/2002,,,,,,
62289,SNPD,12/31/2001,,,,,,
62310,SNPD,12/31/2004,,,,,,
62610,PM,2003,,,,,,
62618,,,DUAL LODGE,332,,,,
62633,SNPD,12/31/2003,,,,,,
62665,RESTORED,04/04/2014,,,,,,
62732,SNPD,12/08/2001,,,,,,
62795,SNPD,12/17/2016,,,,,,
62797,SNPD,12/20/2014,,,,,,
62872,SNPD,12/31/2009,,,,,,
62881,EXPELLED,09/18/2006,,,,,,
63162,EXPELLED,09/18/2006,,,,,,
63181,SNPD,12/31/2012,,,,,,
63225,SNPD,01/09/2010,,,,,,
63265,SNPD,12/20/2014,,,,,,
63266,SNPD,12/31/2023,,,,,,
63437,EXPELLED,09/07/2006,,,,,,
63487,EXPELLED,09/18/2006,,,,,,
63550,PM,2006,,,,,,
63554,RESTORED,06/12/2010,,,,,,
63556,SNPD,12/17/2016,,,,,,
63560,SNPD,12/20/2014,,,,,,
63781,SNPD,12/31/2001,,,,,,
63975,PM,2005,,,,,,
64026,SNPD,12/31/2009,,,,,,
64040,SNPD,12/20/2014,,,,,,
64306,,,CHARTER LODGE,346,,,,
64307,SNPD,01/05/2013,,,,,,
64336,PM,2015,,,,,,
64360,DEMITTED,12/04/2010,,,,,,
64616,SNPD,12/17/2022,,,,,,
64943,EXPELLED,09/18/2006,,,,,,
64955,,,CHARTER LODGE,346,,,,
64958,,,CHARTER LODGE,346,,,,
64959,,,CHARTER LODGE,346,,,,
65005,PM,2006,,,,,,
65022,EXPELLED,09/18/2006,,,,,,
65027,SNPD,12/31/2008,,,,,,
65200,SNPD,12/17/2016,,,,,,
65394,SNPD,12/31/2008,,,,,,
65429,,,DUAL LODGE,305,01/22/2021,,,
65574,RESTORED,05/28/2011,,,,,,
65623,,,DUAL LODGE,15,12/06/2003,,,
65659,PM,2009,,,,,,
65660,PM,2005,,,,,,
65695,,,DUAL LODGE,77,03/04/2008,,,
65735,RESTORED,10/12/2024,,,,,,
65771,SNPD,12/13/2014,,,,,,
81054,,,DUAL LODGE,489,,,,
65868,SNPD,12/13/2014,,,,,,
65875,SNPD,12/31/2009,,,,,,
66259,RESTORED,03/22/2014,,,,,,
66341,SNPD,02/25/2012,,,,,,
66343,SNPD,02/25/2012,,,,,,
66372,RESTORED,04/03/2017,,,,,,
66460,SNPD,12/31/2004,,,,,,
66506,,,DUAL LODGE,180,,,,
66594,SNPD,07/23/2016,,,,,,
66659,SNPD,12/10/2016,,,,,,
66660,SNPD,12/10/2016,,,,,,
66661,SNPD,12/10/2016,,,,,,
66663,SNPD,11/22/2019,,,,,,
66664,RESTORED,05/28/2011,,,,,,
66673,SNPD,03/04/2017,,,,,,
66791,SNPD,02/25/2012,,,,,,
66796,RESTORED,11/04/2017,,,,,,
66799,EXPELLED,09/07/2006,,,,,,
66800,SNPD,06/04/2016,,,,,,
66933,PM,2007,,,,,,
66950,SNPD,12/31/2004,,,,,,
66956,SNPD,12/31/2013,,,,,,
66958,SNPD,12/20/2014,,,,,,
67042,EXPELLED,09/18/2006,,,,,,
67043,EXPELLED,09/18/2006,,,,,,
67044,SNPD,12/20/2014,,,,,,
67319,RESTORED,12/04/2010,,,,,,
67320,PM,2011,,,,,,
67321,RESTORED,03/04/2017,,,,,,
67350,RESTORED,12/11/2020,,,,,,
67381,RESTORED,06/22/2024,,,,,,
67422,SNPD,11/09/2013,,,,,,
67423,SNPD,01/02/2016,,,,,,
67424,SNPD,03/06/2010,,,,,,
67457,RESTORED,08/23/2014,,,,,,
67458,EXPELLED,09/18/2006,,,,,,
67561,SNPD,12/31/2012,,,,,,
67674,,,DUAL LODGE,466,,,,
67675,RESTORED,12/12/2014,,,,,,
67677,RESTORED,04/11/2015,,,,,,
67688,SNPD,10/26/2024,,,,,,
67799,SNPD,12/31/2012,,,,,,
67888,SNPD,12/13/2014,,,,,,
67954,SNPD,11/09/2013,,,,,,
67955,SNPD,11/09/2013,,,,,,
67959,PM,2013,,,,,,
67960,PM,2013,,,,,,
67982,SNPD,01/02/2016,,,,,,
67983,SNPD,01/02/2016,,,,,,
68202,PM,2008,,,,,,
68205,,,DUAL LODGE,414,,,,
68207,PM,2007,,,,,,
68208,PM,2009,,,,,,
68318,SNPD,01/02/2016,,,,,,
68363,PM,2010,,,,,,
68423,DEMITTED,11/19/2022,,,,,,
68530,RESTORED,06/12/2010,,,,,,
68537,SNPD,12/31/2012,,,,,,
68622,EXPELLED,09/18/2006,,,,,,
68631,SNPD,03/04/2017,,,,,,
68632,PM,2012,,,,,,
68831,,,DUAL LODGE,416,,,,
68834,SNPD,10/26/2024,,,,,,
68845,EXPELLED,09/18/2006,,,,,,
68924,RESTORED,02/27/2016,,,,,,
68946,SNPD,12/31/2009,,,,,,
69040,,,DUAL LODGE,448,,,,
69086,SNPD,08/14/2019,,,,,,
69119,DEMITTED,07/23/2021,,,,,,
69172,RESTORED,06/12/2010,,,,,,
69173,SNPD,12/17/2016,,,,,,
69174,SNPD,12/17/2016,,,,,,
69178,,,DUAL LODGE,366,,,,
69179,PM,2016,,,,,,
69250,EXPELLED,09/07/2006,,,,,,
69257,,,DUAL LODGE,467,,,,
69366,SNPD,12/20/2019,,,,,,
69415,SNPD,03/01/2025,,,,,,
69471,PM,2011,,,,,,
69472,PM,2012,,,,,,
69487,PM,2015,,,,,,
69488,SNPD,12/31/2013,,,,,,
69491,SNPD,12/14/2013,,,,,,
69589,SNPD,03/20/2023,,,,,,
69655,EXPELLED,09/07/2006,,,,,,
69663,SNPD,11/14/2015,,,,,,
69664,SNPD,11/14/2015,,,,,,
69690,SNPD,07/23/2016,,,,,,
69692,PM,2009,,,,,,
69700,PM,2010,,,,,,
69833,PM,2014,,,,,,
69948,SNPD,01/02/2016,,,,,,
69949,RESTORED,06/06/2016,,,,,,
70233,PM,2013,,,,,,
70234,,,DUAL LODGE,448,,,,
70236,SNPD,03/04/2017,,,,,,
70303,SNPD,11/09/2013,,,,,,
70314,pm,2012,,,,,,
70385,PM,2008,,,,,,
70386,PM,2012,,,,,,
70388,PM,2010,,,,,,
70389,PM,2011,,,,,,
70545,SNPD,06/04/2016,,,,,,
70546,SNPD,12/31/2008,,,,,,
70548,PM,2013,,,,,,
70558,PM,2009,,,,,,
70559,PM,2010,,,,,,
70560,,,DUAL LODGE,379,12/31/2008,,,
70561,,,DUAL LODGE,448,,,,
70562,,,DUAL LODGE,305,01/22/2021,,,
70564,SNPD,03/04/2017,,,,,,
70751,SNPD,12/31/2012,,,,,,
70832,EXPELLED,02/16/2024,,,,,,
70838,SNPD,11/09/2013,,,,,,
70848,RESTORED,07/02/2022,,,,,,
70884,PM,2011,,,,,,
70890,SNPD,12/31/2012,,,,,,
71003,DEMITTED,10/14/2017,,,,,,
71059,SNPD,01/02/2016,,,,,,
71084,RESTORED,02/25/2014,,,,,,
71151,,,DUAL LODGE,17,,,,
71381,SNPD,01/02/2016,,,,,,
71478,SNPD,11/09/2013,,,,,,
71492,SNPD,06/04/2016,,,,,,
71493,PM,2016,,,,,,
71658,PM,2016,,,,,,
71860,DEMITTED,11/09/2019,,,,,,
71905,SNPD,12/16/2010,,,,,,
71959,SNPD,12/31/2011,,,,,,
72246,DEMITTED,10/06/2022,,,,,,
72247,SNPD,06/04/2016,,,,,,
72248,PM,2015,,,,,,
72250,SNPD,03/01/2025,,,,,,
72292,DEMITTED,01/27/2021,,,,,,
72294,RESTORED,12/07/2015,,,,,,
72295,,,DUAL LODGE,65,11/14/2015,,,
72296,RESTORED,09/05/2015,,,,,,
72297,,,DUAL LODGE,431,,,,
72431,SNPD,03/01/2025,,,,,,
72434,DEMITTED,12/12/2019,,,,,,
72456,,,DUAL LODGE,416,06/13/2015,,,
72480,SNPD,01/09/2010,,,,,,
72638,,,DUAL LODGE,270,09/17/2011,,,
72789,,,DUAL LODGE,270,09/17/2011,,,
72806,SNPD,12/20/2014,,,,,,
72998,SNPD,06/04/2016,,,,,,
72999,,,DUAL LODGE,442,,,,
73020,,,DUAL LODGE,305,01/22/2021,,,
73048,PM,2016,,,,,,
73051,SNPD,12/10/2016,,,,,,
73293,,,DUAL LODGE,305,02/26/2021,,,
74046,PM,2013,,,,,,
74047,SNPD,11/09/2013,,,,,,
74158,SNPD,01/02/2016,,,,,,
74175,SNPD,12/31/2013,,,,,,
74176,SNPD,12/31/2013,,,,,,
74177,SNPD,12/31/2010,,,,,,
74178,SNPD,12/17/2016,,,,,,
74403,PM,2013,,,,,,
74491,SNPD,12/31/2012,,,,,,
74492,SNPD,12/31/2012,,,,,,
75511,,,DUAL LODGE,324,04/12/2025,,,
75512,SNPD,12/31/2013,,,,,,
75683,DEMITTED,07/23/2021,,,,,,
75684,PM,2015,,,,,,
75701,PM,2014,,,,,,
75874,PM,2014,,,,,,
77100,DEMITTED,07/23/2021,,,,,,
76127,,,DUAL LODGE,467,,,,
76123,,,DUAL LODGE,467,,,,
76124,,,DUAL LODGE,447,,,,
76224,SNPD,11/09/2013,,,,,,
76259,PM,2015,,,,,,
76273,DEMITTED,01/27/2021,,,,,,
76275,SNPD,12/31/2012,,,,,,
76277,SNPD,12/31/2023,,,,,,
76350,,,DUAL LODGE,448,,,,
76431,PETITIONED,10/01/2010,,,,,,
76432,PM,2016,,,,,,
76433,PETITIONED,10/01/2010,,,,,,
76434,PETITIONED,10/01/2010,,,,,,
76472,PETITIONED,10/07/2010,,,,,,
76558,PM,2015,,,,,,
76560,SNPD,01/02/2016,,,,,,
76561,PETITIONED,11/05/2010,,,,,,
76562,PETITIONED,11/05/2010,,,,,,
76587,PETITIONED,11/11/2010,,,,,,
76588,SNPD,10/01/2016,,,,,,
76589,SNPD,01/02/2016,,,,,,
76789,SNPD,11/09/2013,,,,,,
76790,PETITIONED,04/01/2011,,,,,,
76791,PETITIONED,04/01/2011,,,,,,
76792,PETITIONED,04/01/2011,,,,,,
76793,PETITIONED,04/01/2011,,,,,,
76849,PETITIONED,11/26/2010,,,,,,
77012,PETITIONED,03/26/2011,,,,,,
77013,PETITIONED,03/26/2011,,,,,,
77014,PETITIONED,03/26/2011,,,,,,
77021,PETITIONED,03/28/2011,,,,,,
77099,SNPD,07/23/2016,,,,,,
77137,PETITIONED,09/02/2011,,,,,,
77138,PETITIONED,09/02/2011,,,,,,
77371,SNPD,12/20/2014,,,,,,
77989,SNPD,10/01/2016,,,,,,
77990,EXPELLED,02/16/2024,,,,,,
77991,SNPD,01/02/2016,,,,,,
77993,EXPELLED,01/03/2015,,,,,,
78065,,,DUAL LODGE,467,,,,
78234,PETITIONED,01/31/2012,,,,,,
78235,PETITIONED,01/31/2012,,,,,,
78236,PETITIONED,01/31/2012,,,,,,
78392,PM,2016,,,,,,
78393,PETITIONED,02/28/2012,,,,,,
78394,PETITIONED,02/28/2012,,,,,,
78395,PETITIONED,02/28/2012,,,,,,
78396,PETITIONED,02/28/2012,,,,,,
78460,PETITIONED,03/08/2012,,,,,,
78461,PETITIONED,03/08/2012,,,,,,
78568,PETITIONED,03/28/2012,,,,,,
78575,DEMITTED,10/05/2023,,,,,,
78576,PETITIONED,04/04/2012,,,,,,
78745,PM,2014,,,,,,
78877,EXPELLED,02/16/2024,,,,,,
78878,EXPELLED,02/16/2024,,,,,,
78879,EXPELLED,02/16/2024,,,,,,
79519,,,DUAL LODGE,489,,,,
79628,OTHER SNPD,02/16/2024,,,,,,
79645,,,DUAL LODGE,43,03/21/2015,,,
79647,,,DUAL LODGE,467,,,,
80160,SNPD,03/01/2025,,,,,,
80161,SNPD,03/01/2025,,,,,,
80585,SNPD,10/08/2022,,,,,,
80587,SNPD,11/12/2022,,,,,,
81051,,,DUAL LODGE,467,11/04/2021,,,
81344,SNPD,12/10/2016,,,,,,
81423,DROPPED,1,,,,,,
81621,,,DUAL LODGE,467,,,,
81622,,,DUAL LODGE,475,,,,
81626,SNPD,11/12/2022,,,,,,
82113,,,DUAL LODGE,496,,,,
82400,,,DUAL LODGE,467,,,,
82415,,,DUAL LODGE,467,,,,
82416,,,DUAL LODGE,467,,,,
82418,,,DUAL LODGE,467,,,,
86208,PETITIONED,02/21/2019,,,,,,
87109,,,DUAL LODGE,509,,,,
87148,PETITIONED,02/21/2019,,,,,,
87898,DROPPED,1,,,,,,
87900,DROPPED,1,,,,,,
88189,DROPPED,1,,,,,,
88190,DROPPED,1,,,,,,
90343,SNPD,04/20/2024,,,,,,
91120,,,DUAL LODGE,22,10/02/2024,,,
91519,DROPPED,1,,,,,,
