ID,Details (Masonic Timeline),Date (Masonic Timeline),Lodge Type (Other Lodges),Lodge Number (Other Lodges),Lodge Date (Other Lodges),LML (Other Lodges),Affiliation (Affiliation),Date (Affiliation)
12377,SNPD,12/10/1988,,,,,,
12378,SNPD,12/31/2001,,,,,,
12379,SNPD,12/12/1987,,,,,,
12380,SNPD,12/31/1999,,,,,,
12383,SNPD,12/31/1992,,,,,,
12384,SNPD,12/31/1992,,,,,,
12385,SNPD,12/31/1991,,,,,,
12388,SNPD,12/31/2007,,,,,,
12389,,,DUAL LODGE,31,,,,
12390,SNPD,12/31/1991,,,,,,
12391,PM,1984,,,,,,
12392,SNPD,12/31/1980,,,,,,
12393,SNPD,10/09/1982,,,,,,
12394,SNPD,12/31/1990,,,,,,
12397,SNPD,11/09/1985,,,,,,
12399,SNPD,12/31/2001,,,,,,
12401,SNPD,12/31/1991,,,,,,
12402,SNPD,12/12/1987,,,,,,
12403,SNPD,12/31/1992,,,,,,
12405,SNPD,12/31/1991,,,,,,
12406,SNPD,12/31/1989,,,,,,
12407,SNPD,12/31/1974,,,,,,
12408,,,DUAL LODGE,173,,,,
12411,SNPD,12/31/1993,,,,,,
12412,SNPD,11/09/1985,,,,,,
12415,PM,1926,,,,,,
12416,SNPD,12/31/1993,,,,,,
12417,SNPD,12/31/1974,,,,,,
12419,SNPD,12/31/1973,,,,,,
12420,SNPD,12/31/2001,,,,,,
12421,SNPD,12/31/1997,,,,,,
12422,SNPD,12/31/1991,,,,,,
12423,SNPD,12/31/1997,,,,,,
12424,SNPD,12/31/1989,,,,,,
12425,SNPD,12/10/1988,,,,,,
12426,SNPD,12/11/1976,,,,,,
12427,SNPD,12/31/1989,,,,,,
12428,SNPD,12/31/1989,,,,,,
12429,SNPD,12/08/1979,,,,,,
12430,SNPD,12/12/1987,,,,,,
12431,SNPD,12/31/2011,,,,,,
12432,SNPD,12/08/1979,,,,,,
12433,SNPD,12/12/1987,,,,,,
12434,PM,1985,,,,,,
12435,SNPD,12/31/2001,,,,,,
12436,SNPD,12/13/1986,,,,,,
12437,SNPD,12/31/1991,,,,,,
12438,SNPD,12/10/1988,,,,,,
12439,PM,1976,,,,,,
12440,SNPD,12/31/1997,,,,,,
12442,SNPD,12/12/1987,,,,,,
12444,SNPD,12/31/1995,,,,,,
12445,PM,1987,,,,,,
12447,SNPD,10/09/1982,,,,,,
12448,SNPD,12/31/1992,,,,,,
12451,SNPD,12/31/1997,,,,,,
12452,SNPD,10/09/1982,,,,,,
12453,SNPD,12/31/2001,,,,,,
12454,SNPD,11/09/1985,,,,,,
12455,RESTORED,01/24/2015,,,,,,
12456,SNPD,10/09/1982,,,,,,
12457,SNPD,12/31/1997,,,,,,
12458,SNPD,12/31/1991,,,,,,
12460,SNPD,12/31/1992,,,,,,
12463,SNPD,12/12/1987,,,,,,
12464,SNPD,12/10/1988,,,,,,
12465,SNPD,12/10/1988,,,,,,
12466,SNPD,11/12/1983,,,,,,
12467,SNPD,12/31/1993,,,,,,
12469,SNPD,12/10/1988,,,,,,
12470,SNPD,12/31/1992,,,,,,
12471,SNPD,12/31/1992,,,,,,
12472,SNPD,12/31/1999,,,,,,
12473,SNPD,12/30/1969,,,,,,
12474,SNPD,12/09/1967,,,,,,
12475,SNPD,12/12/1987,,,,,,
12479,SNPD,12/10/1994,,,,,,
12480,SNPD,12/31/1997,,,,,,
12481,SNPD,12/31/1997,,,,,,
12482,SNPD,12/08/1979,,,,,,
12484,SNPD,12/31/2001,,,,,,
12485,,,,,,,173,
12487,SNPD,11/09/1985,,,,,,
12489,SNPD,12/31/1999,,,,,,
12490,SNPD,12/31/1989,,,,,,
12491,SNPD,12/31/1991,,,,,,
12492,SNPD,12/10/1988,,,,,,
12493,SNPD,12/31/1990,,,,,,
12494,SNPD,09/08/1984,,,,,,
12496,SNPD,12/31/1993,,,,,,
12497,SNPD,12/31/1989,,,,,,
12499,SNPD,11/12/1983,,,,,,
12501,SNPD,12/12/1987,,,,,,
12502,SNPD,12/31/1991,,,,,,
12503,PM,2002,,,,,,
12504,SNPD,12/31/1973,,,,,,
12507,SNPD,12/30/1969,,,,,,
12508,SNPD,12/31/1998,,,,,,
12509,SNPD,12/31/1989,,,,,,
12510,SNPD,12/31/1993,,,,,,
12511,SNPD,12/31/1997,,,,,,
12512,SNPD,11/26/2014,,,,,,
12513,SNPD,12/31/1991,,,,,,
12514,SNPD,10/10/1981,,,,,,
12515,SNPD,12/31/1980,,,,,,
12516,SNPD,11/12/1983,,,,,,
12518,SNPD,12/10/1988,,,,,,
12519,SNPD,12/12/1992,,,,,,
12520,SNPD,12/31/1993,,,,,,
12521,SNPD,10/09/1982,,,,,,
12522,,,CHARTER LODGE,300,,,,
12523,SNPD,12/31/1995,,,,,,
12524,SNPD,12/31/1989,,,,,,
12526,SNPD,09/08/1984,,,,,,
12527,SNPD,12/31/2011,,,,,,
12529,SNPD,12/10/1994,,,,,,
12530,SNPD,12/31/1978,,,,,,
12531,SNPD,12/10/1988,,,,,,
12532,SNPD,11/12/1983,,,,,,
12533,SNPD,12/31/1992,,,,,,
12535,SNPD,10/10/1981,,,,,,
12536,SNPD,12/13/1992,,,,,,
12537,SNPD,11/08/2003,,,,,,
12538,SNPD,12/31/1992,,,,,,
12540,SNPD,11/09/1985,,,,,,
12541,SNPD,12/31/1974,,,,,,
12542,SNPD,12/31/1989,,,,,,
12543,SNPD,12/31/1989,,,,,,
12544,SNPD,12/31/1990,,,,,,
12545,SNPD,12/31/2001,,,,,,
12546,SNPD,12/31/1976,,,,,,
12549,SNPD,12/31/1990,,,,,,
12551,SNPD,12/31/2009,,,,,,
12552,SNPD,12/31/1991,,,,,,
12553,SNPD,10/09/1982,,,,,,
12555,SNPD,10/10/1981,,,,,,
12556,SNPD,12/31/1991,,,,,,
12557,SNPD,12/31/1990,,,,,,
12559,SNPD,12/31/2001,,,,,,
12560,SNPD,12/31/1990,,,,,,
12565,SNPD,12/20/2014,,,,,,
12567,SNPD,04/08/1989,,,,,,
12568,SNPD,12/31/1977,,,,,,
12570,SNPD,10/09/1982,,,,,,
12573,SNPD,12/12/1987,,,,,,
12574,SNPD,12/10/1988,,,,,,
12575,SNPD,12/31/1997,,,,,,
12576,SNPD,09/08/1984,,,,,,
12577,SNPD,12/10/1988,,,,,,
12578,SNPD,12/10/1988,,,,,,
12579,SNPD,12/31/1991,,,,,,
12580,SNPD,12/05/1987,,,,,,
12967,SNPD,12/31/1990,,,,,,
12970,SNPD,12/09/1972,,,,,,
12971,SNPD,12/31/1992,,,,,,
12974,SNPD,12/31/2001,,,,,,
12976,SNPD,12/31/2001,,,,,,
12977,SNPD,12/31/1989,,,,,,
12978,SNPD,12/31/1994,,,,,,
12979,SNPD,12/31/1992,,,,,,
12980,SNPD,12/31/1993,,,,,,
12981,SNPD,12/31/1977,,,,,,
12982,SNPD,10/10/1981,,,,,,
12983,PM,1990,,,,,,
12984,SNPD,11/09/1985,,,,,,
12985,SNPD,12/31/1978,,,,,,
12988,EXPELLED,09/18/2006,,,,,,
12989,SNPD,12/12/1987,,,,,,
12990,SNPD,10/09/1982,,,,,,
12993,SNPD,12/13/1986,,,,,,
12994,SNPD,12/10/1988,,,,,,
12995,SNPD,12/31/1974,,,,,,
12996,SNPD,12/31/2012,,,,,,
12998,SNPD,12/13/2003,,,,,,
12999,PM,1991,,,,,,
13000,SNPD,10/11/2003,,,,,,
13001,SNPD,11/09/1985,,,,,,
13003,SNPD,12/10/1988,,,,,,
13004,SNPD,10/10/1981,,,,,,
13005,SNPD,12/31/1993,,,,,,
13007,SNPD,12/31/1993,,,,,,
13008,SNPD,12/31/2001,,,,,,
13010,DEMITTED,11/19/2022,,,,,,
13011,SNPD,10/10/1981,,,,,,
13012,SNPD,12/31/2001,,,,,,
13013,SNPD,10/10/1981,,,,,,
13014,SNPD,12/12/1987,,,,,,
13015,SNPD,12/10/1990,,,,,,
13017,SNPD,09/08/1984,,,,,,
13018,SNPD,12/13/1986,,,,,,
13019,SNPD,09/08/1984,,,,,,
13020,SNPD,10/11/2003,,,,,,
13021,PM,1982,,,,,,
13022,SNPD,12/31/1989,,,,,,
13026,SNPD,12/31/1989,,,,,,
13027,SNPD,12/31/1990,,,,,,
13029,SNPD,12/31/1990,,,,,,
13030,M,1979,,,,,,
13031,SNPD,12/31/1991,,,,,,
13032,SNPD,11/09/1985,,,,,,
13033,SNPD,12/31/1990,,,,,,
13034,SNPD,12/31/2012,,,,,,
13035,SNPD,10/11/2003,,,,,,
13036,SNPD,12/31/1993,,,,,,
13037,SNPD,12/31/1990,,,,,,
13040,SNPD,11/09/1985,,,,,,
13041,SNPD,09/08/1984,,,,,,
13043,SNPD,12/31/1998,,,,,,
13047,SNPD,10/11/2003,,,,,,
13048,SNPD,12/31/1978,,,,,,
13049,SNPD,12/10/1988,,,,,,
13051,PM,1969,,,,,,
13052,SNPD,12/13/1986,,,,,,
13053,PM,1964,,,,,,
13054,SNPD,09/08/1984,,,,,,
13055,SNPD,09/08/1984,,,,,,
13056,SNPD,12/31/1992,,,,,,
13057,,,DUAL LODGE,165,,,,
13058,SNPD,12/31/1989,,,,,,
13059,SNPD,12/31/1990,,,,,,
13060,SNPD,10/11/2003,,,,,,
13061,SNPD,12/10/1988,,,,,,
13062,SNPD,12/31/1973,,,,,,
13063,PM,2009,,,,,,
13064,SNPD,12/31/2011,,,,,,
13065,SNPD,12/10/1988,,,,,,
13066,SNPD,12/31/1993,,,,,,
13068,SNPD,11/12/1983,,,,,,
13071,SNPD,12/31/1995,,,,,,
13073,SNPD,11/09/1985,,,,,,
13074,SNPD,12/31/1999,,,,,,
13075,SNPD,10/11/2003,,,,,,
13077,SNPD,10/09/1982,,,,,,
13078,SNPD,12/31/1991,,,,,,
13079,SNPD,12/11/1971,,,,,,
13080,SNPD,12/31/1990,,,,,,
13081,SNPD,12/30/1988,,,,,,
13082,SNPD,12/31/1991,,,,,,
13085,SNPD,12/31/1992,,,,,,
13086,PM,1997,,,,,,
13087,SNPD,12/31/1992,,,,,,
13088,EXPELLED,09/18/2006,,,,,,
13089,SNPD,12/31/1993,,,,,,
13091,SNPD,10/09/1982,,,,,,
13092,SNPD,12/09/1972,,,,,,
13093,SNPD,12/31/1989,,,,,,
13094,SNPD,12/31/1997,,,,,,
13096,EXPELLED,09/18/2006,,,,,,
13099,SNPD,12/31/1974,,,,,,
13101,SNPD,12/31/1975,,,,,,
13102,SNPD,12/11/1971,,,,,,
13103,SNPD,12/31/2001,,,,,,
13104,SNPD,12/31/1991,,,,,,
13106,M,1980,,,,,,
13107,SNPD,12/31/1998,,,,,,
13108,SNPD,12/31/1995,,,,,,
13109,SNPD,12/31/1991,,,,,,
13112,SNPD,12/13/1986,,,,,,
13113,SNPD,12/10/1988,,,,,,
13114,PM,1973,,,,,,
13115,SNPD,09/08/1984,,,,,,
13117,SNPD,12/31/1990,,,,,,
13119,SNPD,10/10/1981,,,,,,
13120,SNPD,12/31/1990,,,,,,
13121,SNPD,12/31/1989,,,,,,
13123,SNPD,09/08/1984,,,,,,
13124,SNPD,12/12/1987,,,,,,
13125,SNPD,12/31/2001,,,,,,
13126,SNPD,12/31/1991,,,,,,
13127,SNPD,11/09/1985,,,,,,
13129,SNPD,12/31/1989,,,,,,
13131,SNPD,12/31/2001,,,,,,
13132,SNPD,12/31/1993,,,,,,
13133,SNPD,12/31/1991,,,,,,
13134,SNPD,12/31/1992,,,,,,
13135,SNPD,12/12/1987,,,,,,
13136,SNPD,12/31/1997,,,,,,
13137,SNPD,11/09/1985,,,,,,
13138,SNPD,12/12/1987,,,,,,
13139,SNPD,12/31/1991,,,,,,
13140,SNPD,12/10/1994,,,,,,
13141,M,1956,,,,,,
13142,SNPD,12/12/1987,,,,,,
13143,SNPD,12/31/1991,,,,,,
13144,SNPD,12/31/1989,,,,,,
13145,SNPD,11/09/1985,,,,,,
13147,SNPD,12/08/1979,,,,,,
13149,SNPD,12/31/1991,,,,,,
13151,SNPD,12/13/1986,,,,,,
13152,SNPD,12/31/1990,,,,,,
13153,SNPD,12/31/1992,,,,,,
13156,SNPD,12/31/1974,,,,,,
13157,SNPD,10/10/1981,,,,,,
13158,SNPD,12/13/1986,,,,,,
13160,SNPD,12/31/1989,,,,,,
13161,SNPD,12/31/1997,,,,,,
13163,SNPD,11/12/1983,,,,,,
13164,PM,1992,,,,,,
13165,EXPELLED,09/18/2006,,,,,,
13166,SNPD,12/08/1979,,,,,,
13167,SNPD,12/31/1977,,,,,,
13168,SNPD,12/12/1987,,,,,,
13171,SNPD,12/31/1992,,,,,,
13172,SNPD,12/31/1993,,,,,,
13174,SNPD,12/31/2001,,,,,,
13175,SNPD,12/08/1979,,,,,,
13177,SNPD,12/17/2016,,,,,,
13178,SNPD,11/09/1985,,,,,,
13180,SNPD,12/31/1991,,,,,,
13183,SNPD,09/08/1984,,,,,,
13184,SNPD,12/31/1993,,,,,,
13186,SNPD,12/31/1997,,,,,,
13187,SNPD,12/13/1986,,,,,,
13188,SNPD,12/13/1986,,,,,,
13191,SNPD,11/12/1983,,,,,,
13192,SNPD,12/31/1990,,,,,,
13193,SNPD,12/31/1989,,,,,,
13194,SNPD,12/31/1998,,,,,,
13196,SNPD,12/31/1989,,,,,,
13197,SNPD,09/08/1984,,,,,,
13199,SNPD,10/09/1982,,,,,,
13200,SNPD,12/31/1990,,,,,,
13201,SNPD,12/31/1990,,,,,,
13202,SNPD,11/09/1985,,,,,,
13203,SNPD,12/31/2001,,,,,,
13204,SNPD,12/31/1973,,,,,,
13205,SNPD,11/09/1985,,,,,,
13207,SNPD,10/09/1982,,,,,,
13209,SNPD,10/10/1981,,,,,,
13210,SNPD,12/12/1987,,,,,,
13211,SNPD,10/09/1982,,,,,,
13213,SNPD,11/09/1985,,,,,,
13215,SNPD,12/10/1988,,,,,,
13216,SNPD,12/31/1990,,,,,,
13217,SNPD,11/09/1989,,,,,,
13218,PM,1981,,,,,,
13219,SNPD,10/10/1981,,,,,,
13220,SNPD,12/31/1997,,,,,,
13221,SNPD,12/31/1989,,,,,,
13223,SNPD,12/31/1991,,,,,,
13225,SNPD,12/31/2001,,,,,,
13226,SNPD,12/31/1991,,,,,,
13227,SNPD,12/31/2012,,,,,,
13228,SNPD,12/11/1971,,,,,,
13230,SNPD,11/09/1985,,,,,,
13231,SNPD,12/31/1992,,,,,,
13232,SNPD,12/31/1991,,,,,,
13233,SNPD,12/11/1971,,,,,,
13234,SNPD,12/31/1991,,,,,,
13235,SNPD,11/09/1985,,,,,,
13237,SNPD,12/31/2001,,,,,,
13238,SNPD,11/09/1985,,,,,,
13239,PM,1975,,,,,,
13240,SNPD,12/31/1992,,,,,,
13241,SNPD,12/12/1987,,,,,,
13243,SNPD,12/30/1969,,,,,,
13244,SNPD,12/31/1989,,,,,,
13246,SNPD,12/31/1980,,,,,,
13247,SNPD,12/10/1988,,,,,,
13248,PM,1988,,,,,,
13250,SNPD,12/31/1997,,,,,,
13251,SNPD,11/09/1985,,,,,,
13253,,,DUAL LODGE,269,,,,
13254,SNPD,10/09/1982,,,,,,
13255,SNPD,12/31/1975,,,,,,
13256,SNPD,12/31/1992,,,,,,
13257,SNPD,11/12/1983,,,,,,
13258,SNPD,11/12/1983,,,,,,
13259,SNPD,12/31/1993,,,,,,
13260,SNPD,10/10/1981,,,,,,
13261,SNPD,12/31/1989,,,,,,
13262,SNPD,12/12/1987,,,,,,
13264,SNPD,12/31/1999,,,,,,
13265,SNPD,12/12/1987,,,,,,
13266,SNPD,12/12/1987,,,,,,
13267,SNPD,12/31/1999,,,,,,
13268,SNPD,10/09/1982,,,,,,
13269,SNPD,11/09/1985,,,,,,
13271,SNPD,10/09/1982,,,,,,
13272,SNPD,10/09/1982,,,,,,
13273,SNPD,12/31/1993,,,,,,
13274,SNPD,10/10/1981,,,,,,
13275,SNPD,12/12/1988,,,,,,
13278,SNPD,12/31/1993,,,,,,
13279,SNPD,12/31/1997,,,,,,
13280,SNPD,12/13/1986,,,,,,
13282,SNPD,12/31/1973,,,,,,
13283,SNPD,12/31/1999,,,,,,
13284,SNPD,12/31/1992,,,,,,
13285,SNPD,12/31/2013,,,,,,
13286,PM,1967,,,,,,
13287,SNPD,12/31/1992,,,,,,
13288,SNPD,12/31/1991,,,,,,
13289,SNPD,12/31/1991,,,,,,
13290,SNPD,12/31/1990,,,,,,
13291,SNPD,10/09/1982,,,,,,
13292,SNPD,10/09/1982,,,,,,
13293,SNPD,12/31/1990,,,,,,
13294,SNPD,12/11/1971,,,,,,
13296,SNPD,10/09/1982,,,,,,
13297,SNPD,10/11/2003,,,,,,
13298,SNPD,12/31/1990,,,,,,
13300,SNPD,12/31/1995,,,,,,
13301,SNPD,12/11/1971,,,,,,
13304,SNPD,12/13/1986,,,,,,
13305,SNPD,12/31/1993,,,,,,
13306,SNPD,12/10/1988,,,,,,
13307,SNPD,10/09/1982,,,,,,
13308,SNPD,12/31/1991,,,,,,
13309,SNPD,10/09/1982,,,,,,
13311,SNPD,10/10/1981,,,,,,
13313,SNPD,12/31/1992,,,,,,
13314,SNPD,12/31/1998,,,,,,
13315,SNPD,10/10/1981,,,,,,
13316,SNPD,12/30/1969,,,,,,
13317,SNPD,12/31/1989,,,,,,
13318,SNPD,10/10/1981,,,,,,
13319,SNPD,09/08/1984,,,,,,
13321,SNPD,12/31/1997,,,,,,
13322,SNPD,12/31/1993,,,,,,
13323,SNPD,12/31/2001,,,,,,
13324,SNPD,12/10/1988,,,,,,
13325,SNPD,12/31/1993,,,,,,
13327,SNPD,10/10/1981,,,,,,
13328,SNPD,12/31/1993,,,,,,
13329,SNPD,12/31/1989,,,,,,
13330,SNPD,12/08/1979,,,,,,
13331,SNPD,12/31/1990,,,,,,
13332,SNPD,12/31/2001,,,,,,
13333,SNPD,12/31/1997,,,,,,
13335,SNPD,12/31/1974,,,,,,
13336,SNPD,12/09/1967,,,,,,
13338,SNPD,12/09/1972,,,,,,
13339,SNPD,12/31/1989,,,,,,
13340,SNPD,12/31/1992,,,,,,
13341,SNPD,12/31/1999,,,,,,
13343,RESTORED,04/10/2010,,,,,,
13344,SNPD,12/31/1989,,,,,,
13346,SNPD,12/31/1998,,,,,,
13347,SNPD,12/31/1991,,,,,,
13348,SNPD,12/31/1993,,,,,,
13350,SNPD,12/31/1991,,,,,,
13351,SNPD,12/31/1991,,,,,,
13352,M,1951,,,,,,
13353,SNPD,12/13/1986,,,,,,
13354,SNPD,12/31/1991,,,,,,
13356,SNPD,12/31/1997,,,,,,
13357,SNPD,12/31/1974,,,,,,
13358,SNPD,12/31/1989,,,,,,
13359,SNPD,12/31/1991,,,,,,
13360,SNPD,12/31/1991,,,,,,
13361,SNPD,12/31/1989,,,,,,
13362,SNPD,12/31/1989,,,,,,
13363,SNPD,12/10/1988,,,,,,
13364,SNPD,12/31/2001,,,,,,
13366,SNPD,12/30/1969,,,,,,
13367,SNPD,11/09/1985,,,,,,
13368,SNPD,12/31/2001,,,,,,
13370,SNPD,10/09/1982,,,,,,
13371,SNPD,12/10/1988,,,,,,
13372,SNPD,12/30/1969,,,,,,
13373,SNPD,11/09/1985,,,,,,
13374,SNPD,10/10/1981,,,,,,
13378,SNPD,12/31/1991,,,,,,
13379,SNPD,12/31/1997,,,,,,
13380,SNPD,12/31/1998,,,,,,
13381,SNPD,12/31/1989,,,,,,
13382,PM,1995,,,,,,
13383,SNPD,12/31/1991,,,,,,
13386,SNPD,12/10/1988,,,,,,
13387,SNPD,12/31/1995,,,,,,
13388,SNPD,11/09/1985,,,,,,
13389,SNPD,12/13/1986,,,,,,
13390,SNPD,12/31/1989,,,,,,
13391,SNPD,12/11/1971,,,,,,
13392,SNPD,10/09/1982,,,,,,
13393,SNPD,12/08/1979,,,,,,
13395,SNPD,12/31/1993,,,,,,
13397,SNPD,12/31/1991,,,,,,
13398,SNPD,12/31/1997,,,,,,
13399,SNPD,12/31/2001,,,,,,
13401,SNPD,10/09/1982,,,,,,
13403,SNPD,12/31/1989,,,,,,
13404,SNPD,12/30/1969,,,,,,
13405,SNPD,12/10/1988,,,,,,
13407,PM,1981,,,,,,
13408,SNPD,11/12/1983,,,,,,
13409,SNPD,12/10/1988,,,,,,
13412,SNPD,12/11/1971,,,,,,
13414,SNPD,12/31/1991,,,,,,
13415,SNPD,12/31/1989,,,,,,
13416,SNPD,12/31/1990,,,,,,
13417,SNPD,12/10/1988,,,,,,
13421,SNPD,12/31/1989,,,,,,
13422,SNPD,12/11/1976,,,,,,
13423,SNPD,12/31/1992,,,,,,
13424,SNPD,12/31/1974,,,,,,
13425,SNPD,12/08/1979,,,,,,
13426,SNPD,12/31/1973,,,,,,
13428,SNPD,12/31/2001,,,,,,
13429,SNPD,12/31/1990,,,,,,
13430,SNPD,12/31/1993,,,,,,
13431,SNPD,12/31/1991,,,,,,
13434,SNPD,12/31/1990,,,,,,
13436,SNPD,12/31/2001,,,,,,
13437,SNPD,12/10/1988,,,,,,
13439,SNPD,12/12/1964,,,,,,
13441,SNPD,12/31/1990,,,,,,
13442,SNPD,10/09/1982,,,,,,
13443,SNPD,12/31/1993,,,,,,
13444,SNPD,12/31/1991,,,,,,
13445,SNPD,12/31/1990,,,,,,
13447,SNPD,12/31/1992,,,,,,
13448,SNPD,12/31/1980,,,,,,
13449,SNPD,11/09/1985,,,,,,
13452,SNPD,12/31/2001,,,,,,
13453,SNPD,12/31/2008,,,,,,
13454,SNPD,10/10/1981,,,,,,
13455,SNPD,12/31/1991,,,,,,
13456,SNPD,12/31/1993,,,,,,
13459,SNPD,12/12/1987,,,,,,
13460,SNPD,10/09/1982,,,,,,
13461,SNPD,12/12/1987,,,,,,
13462,SNPD,10/09/1982,,,,,,
13463,SNPD,12/10/1994,,,,,,
13464,SNPD,12/12/1987,,,,,,
13465,SNPD,12/31/1997,,,,,,
13466,SNPD,10/09/1982,,,,,,
13469,SNPD,12/31/1992,,,,,,
13470,SNPD,12/31/1992,,,,,,
13471,SNPD,04/08/1989,,,,,,
13472,SNPD,12/12/1987,,,,,,
13475,SNPD,12/31/1993,,,,,,
13476,SNPD,12/31/1989,,,,,,
13477,SNPD,12/31/1997,,,,,,
13478,SNPD,12/31/1990,,,,,,
13480,SNPD,12/31/1990,,,,,,
13481,SNPD,12/31/1989,,,,,,
13482,SNPD,12/31/1989,,,,,,
13483,SNPD,12/31/1990,,,,,,
13484,SNPD,12/10/1994,,,,,,
13485,SNPD,12/30/1969,,,,,,
13486,SNPD,10/10/1981,,,,,,
13489,SNPD,12/31/1989,,,,,,
13491,SNPD,10/11/2003,,,,,,
13492,SNPD,12/10/1988,,,,,,
13494,SNPD,10/09/1982,,,,,,
13495,SNPD,12/10/1988,,,,,,
13496,SNPD,12/31/1973,,,,,,
13497,SNPD,12/31/1990,,,,,,
13498,SNPD,12/31/1992,,,,,,
13501,SNPD,12/31/1992,,,,,,
13502,SNPD,12/31/1992,,,,,,
13503,SNPD,12/31/1997,,,,,,
13504,SNPD,10/10/1981,,,,,,
13506,SNPD,12/31/1989,,,,,,
13508,SNPD,12/31/1989,,,,,,
13509,SNPD,12/31/1989,,,,,,
13510,SNPD,12/31/1990,,,,,,
13511,SNPD,12/13/2003,,,,,,
13512,SNPD,04/01/1998,,,,,,
13514,SNPD,12/31/1990,,,,,,
13515,SNPD,12/31/1987,,,,,,
13516,SNPD,12/31/1997,,,,,,
13519,SNPD,12/31/1993,,,,,,
13520,SNPD,12/31/1999,,,,,,
13521,SNPD,12/31/1989,,,,,,
13522,SNPD,12/09/1967,,,,,,
13523,SNPD,12/30/1969,,,,,,
13525,SNPD,10/09/1982,,,,,,
13526,PM,2012,,,,,,
13527,SNPD,10/10/1981,,,,,,
13528,SNPD,12/31/1973,,,,,,
13529,SNPD,12/31/1993,,,,,,
13530,DEMITTED,05/26/2012,,,,,,
13533,M,1977,,,,,,
13534,SNPD,12/31/1989,,,,,,
13536,SNPD,12/31/1989,,,,,,
13537,SNPD,11/09/1985,,,,,,
13538,SNPD,10/09/1982,,,,,,
13539,SNPD,10/09/1982,,,,,,
13544,SNPD,10/09/1982,,,,,,
13545,SNPD,12/31/1995,,,,,,
13547,SNPD,10/10/1981,,,,,,
13548,SNPD,12/31/1990,,,,,,
13549,SNPD,12/31/2011,,,,,,
13550,SNPD,12/12/1987,,,,,,
13551,SNPD,12/12/1987,,,,,,
13552,SNPD,12/31/1991,,,,,,
13553,SNPD,11/09/1985,,,,,,
13554,SNPD,12/10/1988,,,,,,
13555,SNPD,12/10/1988,,,,,,
13556,SNPD,12/11/1971,,,,,,
13557,SNPD,12/11/1971,,,,,,
13558,SNPD,12/31/1997,,,,,,
13559,SNPD,10/09/1982,,,,,,
13560,SNPD,12/31/1971,,,,,,
13561,SNPD,12/31/1993,,,,,,
13562,SNPD,11/09/1986,,,,,,
13564,SNPD,12/12/1987,,,,,,
13566,SNPD,12/31/1990,,,,,,
13568,SNPD,12/31/1992,,,,,,
13569,SNPD,11/09/1985,,,,,,
13570,SNPD,09/08/1984,,,,,,
13571,SNPD,12/31/1989,,,,,,
13572,SNPD,04/08/1989,,,,,,
13573,SNPD,12/31/1992,,,,,,
13574,SNPD,12/08/1979,,,,,,
13575,SNPD,12/12/1987,,,,,,
13576,SNPD,10/09/1982,,,,,,
13577,SNPD,10/09/1982,,,,,,
13578,SNPD,12/31/1993,,,,,,
13580,SNPD,12/31/1995,,,,,,
13581,SNPD,12/12/1964,,,,,,
13582,SNPD,12/31/1989,,,,,,
13584,,,DUAL LODGE,43,,,,
13585,SNPD,12/10/1994,,,,,,
13586,SNPD,11/09/1985,,,,,,
13587,SNPD,12/13/1986,,,,,,
13588,SNPD,12/09/1967,,,,,,
13590,SNPD,12/31/1992,,,,,,
13591,SNPD,12/11/1971,,,,,,
13592,SNPD,12/31/2001,,,,,,
13593,SNPD,10/10/1981,,,,,,
13594,SNPD,12/11/1971,,,,,,
13595,SNPD,11/09/1985,,,,,,
13598,SNPD,11/09/1985,,,,,,
13599,SNPD,11/09/1985,,,,,,
13602,SNPD,12/31/2001,,,,,,
13603,SNPD,12/30/1969,,,,,,
13604,SNPD,11/09/1985,,,,,,
13606,SNPD,12/31/1990,,,,,,
13607,SNPD,12/31/2001,,,,,,
13608,SNPD,12/31/1989,,,,,,
13610,SNPD,12/31/2001,,,,,,
13611,SNPD,11/09/1985,,,,,,
13613,SNPD,12/31/1989,,,,,,
13616,SNPD,12/31/2001,,,,,,
13617,SNPD,10/10/1981,,,,,,
13619,SNPD,12/31/1978,,,,,,
13620,SNPD,12/31/1993,,,,,,
13621,SNPD,12/08/1979,,,,,,
13622,SNPD,12/31/1990,,,,,,
13623,SNPD,04/08/1989,,,,,,
13624,SNPD,12/31/1990,,,,,,
13626,SNPD,12/31/1990,,,,,,
13627,SNPD,12/31/1990,,,,,,
13629,SNPD,12/31/1993,,,,,,
13630,SNPD,04/08/1989,,,,,,
13631,PM,1989,,,,,,
13632,SNPD,11/09/1985,,,,,,
13634,SNPD,12/31/1973,,,,,,
13635,M,1960,,,,,,
13636,SNPD,12/13/1986,,,,,,
13638,SNPD,11/09/1985,,,,,,
13639,SNPD,12/30/1969,,,,,,
13641,SNPD,10/09/1982,,,,,,
13642,SNPD,12/31/1997,,,,,,
13643,SNPD,12/31/1989,,,,,,
13644,SNPD,12/11/1971,,,,,,
13645,SNPD,10/09/1982,,,,,,
13647,SNPD,12/31/2001,,,,,,
13649,SNPD,10/10/1981,,,,,,
13652,EXPELLED,09/18/2006,,,,,,
13653,SNPD,12/13/2003,,,,,,
13654,SNPD,12/31/1992,,,,,,
13655,SNPD,12/31/1974,,,,,,
13656,SNPD,12/31/1975,,,,,,
13657,SNPD,11/09/1985,,,,,,
13659,SNPD,10/07/1970,,,,,,
